Español,Frequency,English,Points,Attempts,Successes,Misses
vive,lives,46462,216,0,0,0
vista,view,46461,216,0,0,0
estúpido,idiot,46441,216,0,0,0
línea,line,46341,216,0,0,0
caballeros,gentlemen,46158,217,0,0,0
haremos,will,46119,217,0,0,0
dan,give,46063,218,0,0,0
quédate,stay,46054,218,0,0,0
tienda,store,45913,218,0,0,0
comprar,buy,45899,218,0,0,0
entendido,understood,45877,218,0,0,0
centro,center,45864,219,0,0,0
salvo,except,45755,219,0,0,0
mes,month,45648,220,0,0,0
joe,Joe,45615,220,0,0,0
sol,sun,45567,220,0,0,0
tonto,silly,45479,220,0,0,0
hambre,hunger,45455,220,0,0,0
michael,Michael,45411,221,0,0,0
mesa,table,45409,221,0,0,0
respuesta,answer,45345,221,0,0,0
completamente,completely,45342,221,0,0,0
david,David,45220,222,0,0,0
carta,letter,45152,222,0,0,0
totalmente,completely,45016,223,0,0,0
imposible,impossible,44898,223,0,0,0
pruebas,evidence,44861,223,0,0,0
novio,boyfriend,44832,224,0,0,0
normal,normal,44793,224,0,0,0
gustan,like,44761,224,0,0,0
frank,Frank,44615,225,0,0,0
pude,could,44614,225,0,0,0
charlie,Charlie,44589,225,0,0,0
traje,suit,44234,227,0,0,0
dirección,address,44229,227,0,0,0
siete,seven,44169,227,0,0,0
dijeron,They said,44151,227,0,0,0
placer,pleasure,44038,228,0,0,0
sean,Sean,43979,228,0,0,0
tendrá,will have,43656,230,0,0,0
barco,ship,43597,230,0,0,0
blanco,white,43530,230,0,0,0
tom,Tom,43467,231,0,0,0
profesor,teacher,43370,231,0,0,0
servicio,service,43358,231,0,0,0
muchacho,young guy,43295,231,0,0,0
reunión,meeting,43217,232,0,0,0
dejado,left,43162,232,0,0,0
ley,law,43043,233,0,0,0
quisiera,I'd like,42974,233,0,0,0
hubo,was,42830,234,0,0,0
george,George,42765,234,0,0,0
programa,program,42763,234,0,0,0
carrera,career,42759,234,0,0,0
cumpleaños,birthday,42596,235,0,0,0
muchachos,boys,42571,235,0,0,0
culo,ass,42470,236,0,0,0
canción,song,42468,236,0,0,0
hermosa,beautiful,42438,236,0,0,0
universidad,university,42412,236,0,0,0
boda,wedding,42403,236,0,0,0
decirme,Tell me,42378,236,0,0,0
cualquiera,any,42369,237,0,0,0
tengas,Have,42271,237,0,0,0
hacía,toward,42256,237,0,0,0
estés,be,42240,237,0,0,0
sala,hall,42122,238,0,0,0
llevo,he took,42084,238,0,0,0
decisión,decision,42011,239,0,0,0
espere,wait,42008,239,0,0,0
don,Don,41978,239,0,0,0
necesario,necessary,41752,240,0,0,0
sal,salt,41725,240,0,0,0
entra,enters,41706,240,0,0,0
prisa,hurry,41706,240,0,0,0
carajo,fuck,41656,241,0,0,0
embargo,embargo,41642,241,0,0,0
interesante,interesting,41640,241,0,0,0
tendrás,you will have,41583,241,0,0,0
escuchar,hear,41472,242,0,0,0
abuela,grandmother,41377,242,0,0,0
hicieron,they made,41321,243,0,0,0
detective,detective,41299,243,0,0,0
horrible,awful,41259,243,0,0,0
suelo,floor,41247,243,0,0,0
fotos,photos,41245,243,0,0,0
cárcel,jail,41152,244,0,0,0
acá,here,41151,244,0,0,0
io,Io,41134,244,0,0,0
mike,Mike,41066,244,0,0,0
siéntate,Sit down,40993,244,0,0,0
decía,He said,40982,245,0,0,0
intentando,trying,40706,246,0,0,0
vámonos,let's go,40700,246,0,0,0
maldición,curse,40681,246,0,0,0
silencio,silence,40675,246,0,0,0
muerta,dead,40660,246,0,0,0
capaz,able,40541,247,0,0,0
salió,he left,40377,248,0,0,0
club,club,40360,248,0,0,0
terminar,finish,40338,248,0,0,0
temo,I fear,40288,249,0,0,0
broma,joke,40281,249,0,0,0
gobierno,government,40236,249,0,0,0
prometo,I promise,40224,249,0,0,0
cámara,camera,40045,250,0,0,0
media,half,39998,251,0,0,0
terrible,terrible,39993,251,0,0,0
llamó,called,39922,251,0,0,0
regalo,gift,39903,251,0,0,0
amable,gentle,39841,251,0,0,0
dulce,sweet,39818,252,0,0,0
muertos,dead,39809,252,0,0,0
querías,You wanted,39797,252,0,0,0
ataque,stroke,39782,252,0,0,0
das,you give,39589,253,0,0,0
navidad,Christmas,39589,253,0,0,0
negocios,business,39553,253,0,0,0
pudiera,could,39528,253,0,0,0
ocho,eight,39524,254,0,0,0
avión,plane,39484,254,0,0,0
investigación,investigation,39465,254,0,0,0
acabó,just,39429,254,0,0,0
juro,I swear,39329,255,0,0,0
mantener,keep,39327,255,0,0,0
ejército,army,39290,255,0,0,0
papel,paper,39262,255,0,0,0
partes,Parties,39255,255,0,0,0
ten,Ten,39243,255,0,0,0
gracioso,funny,39166,256,0,0,0
diría,would say,39163,256,0,0,0
principio,principle,39155,256,0,0,0
delante,in front of,38898,258,0,0,0
teniente,lieutenant,38628,259,0,0,0
deseo,desire,38627,259,0,0,0
vayas,go,38593,260,0,0,0
nave,ship,38459,261,0,0,0
sale,comes out,38407,261,0,0,0
basura,trash,38280,262,0,0,0
vine,came,38168,262,0,0,0
contacto,contact,38028,263,0,0,0
esposo,husband,38011,264,0,0,0
tren,train,37976,264,0,0,0
encontramos,we find,37952,264,0,0,0
dale,Go ahead,37876,265,0,0,0
verdadero,TRUE,37844,265,0,0,0
tuya,yours,37837,265,0,0,0
alma,soul,37824,265,0,0,0
hazlo,do it,37804,265,0,0,0
disculpa,sorry,37801,265,0,0,0
junto,together,37794,265,0,0,0
anda,walk,37779,265,0,0,0
tendré,I will have,37662,266,0,0,0
matrimonio,marriage,37656,266,0,0,0
saberlo,know,37540,267,0,0,0
locura,craziness,37525,267,0,0,0
oro,gold,37500,267,0,0,0
permiso,permission,37465,267,0,0,0
director,director,37428,268,0,0,0
peligro,danger,37415,268,0,0,0
libertad,freedom,37412,268,0,0,0
alegro,glad,37403,268,0,0,0
baja,low,37298,269,0,0,0
tendremos,we will have,37262,269,0,0,0
derecha,right,37262,269,0,0,0
encuentra,finds,37241,269,0,0,0
pies,feet,37222,269,0,0,0
segunda,second,37192,269,0,0,0
maravilloso,marvelous,37115,270,0,0,0
espacio,space,37114,270,0,0,0
rato,a while,37101,270,0,0,0
abuelo,grandfather,37062,270,0,0,0
esperaba,I expected,37031,271,0,0,0
mirando,looking,37030,271,0,0,0
salud,health,37016,271,0,0,0
sorpresa,surprise,37012,271,0,0,0
ninguno,none,37007,271,0,0,0
miren,Look,37000,271,0,0,0
triste,sad,36968,271,0,0,0
aun,still,36908,271,0,0,0
pensado,thought-out,36904,271,0,0,0
maestro,teacher,36887,272,0,0,0
según,according to,36882,272,0,0,0
infierno,hell,36835,272,0,0,0
podrían,could,36824,272,0,0,0
tipos,guys,36703,273,0,0,0
tía,aunt,36607,274,0,0,0
crimen,crime,36579,274,0,0,0
conocido,acquaintance,36564,274,0,0,0
consejo,advice,36446,275,0,0,0
ante,in view of,36426,275,0,0,0
iglesia,church,36300,276,0,0,0
intento,tried,36197,277,0,0,0
mayoría,most,36167,277,0,0,0
doy,give,36153,277,0,0,0
peter,Peter,36107,277,0,0,0
hicimos,we did,36096,278,0,0,0
escena,scene,36065,278,0,0,0
piso,floor,36054,278,0,0,0
señal,sign,36012,278,0,0,0
honor,honor,35990,278,0,0,0
llamas,calls,35985,278,0,0,0
abre,opens,35915,279,0,0,0
cerebro,brain,35820,280,0,0,0
veras,you will see,35817,280,0,0,0
viendo,seeing,35814,280,0,0,0
pone,places,35812,280,0,0,0
pregunto,asked,35802,280,0,0,0
cocina,kitchen,35715,280,0,0,0
vestido,dress,35669,281,0,0,0
inteligente,intelligent,35632,281,0,0,0
vieja,old,35616,281,0,0,0
caballo,horse,35585,282,0,0,0
vienen,they come,35533,282,0,0,0
vidas,lives,35477,282,0,0,0
bar,bar,35461,282,0,0,0
corte,court,35435,283,0,0,0
sucedió,happened,35426,283,0,0,0
adentro,inside,35406,283,0,0,0
drogas,Drugs,35396,283,0,0,0
enseguida,right away,35331,284,0,0,0
busca,seeks,35289,284,0,0,0
agradable,pleasant,35267,284,0,0,0
carne,meat,35253,284,0,0,0
parecía,looked like,35223,284,0,0,0
departamento,department,35214,284,0,0,0
lindo,nice,35195,285,0,0,0
mar,sea,35149,285,0,0,0
duda,doubt,35145,285,0,0,0
edificio,building,35098,285,0,0,0
conocer,know,35058,286,0,0,0
cargo,post,35050,286,0,0,0
víctima,victim,35048,286,0,0,0
luna,moon,34997,286,0,0,0
energía,energy,34997,286,0,0,0
frío,cold,34936,287,0,0,0
hablo,speak,34863,287,0,0,0
baile,dance,34771,288,0,0,0
trabaja,works,34740,288,0,0,0
misión,mission,34729,288,0,0,0
listos,Ready,34703,289,0,0,0
ayudarte,help you,34637,289,0,0,0
izquierda,left,34629,289,0,0,0
paul,Paul,34600,290,0,0,0
beber,to drink,34576,290,0,0,0
deje,leave,34568,290,0,0,0
finalmente,finally,34516,290,0,0,0
simple,simple,34511,290,0,0,0
daré,I will give,34496,290,0,0,0
sabías,You knew,34453,291,0,0,0
puedas,You can,34446,291,0,0,0
puso,put,34438,291,0,0,0
creía,I believed,34319,292,0,0,0
regresar,go back,34314,292,0,0,0
llega,arrives,34263,292,0,0,0
entender,understand,34253,292,0,0,0
mirar,look,34206,293,0,0,0
sacar,take out,34188,293,0,0,0
cambiado,changed,34095,294,0,0,0
trae,Bring,34072,294,0,0,0
hermoso,beautiful,34066,294,0,0,0
opinión,opinion,34009,295,0,0,0
verás,you will see,34007,295,0,0,0
linda,beautiful,34005,295,0,0,0
apenas,barely,33969,295,0,0,0
segundos,seconds,33905,295,0,0,0
cerveza,beer,33902,295,0,0,0
harás,you will do,33809,296,0,0,0
estuviera,I was,33794,296,0,0,0
creen,They believe,33728,297,0,0,0
oír,hear,33646,298,0,0,0
tendría,would have,33574,298,0,0,0
cuántos,how many,33572,298,0,0,0
hablado,spoken,33561,298,0,0,0
hablamos,talk later,33532,299,0,0,0
reina,queen,33477,299,0,0,0
temprano,early,33465,299,0,0,0
tema,issue,33446,299,0,0,0
prisión,prison,33396,300,0,0,0
porqué,because,33393,300,0,0,0
vuelva,Return,33350,300,0,0,0
público,public,33347,300,0,0,0
ocurrió,occurred,33319,301,0,0,0
veré,I will see,33305,301,0,0,0
salvar,save,33301,301,0,0,0
partido,game,33291,301,0,0,0
bonita,pretty,33286,301,0,0,0
joder,fuck,33283,301,0,0,0
causa,cause,33279,301,0,0,0
caliente,hot,33249,301,0,0,0
sargento,sergeant,33179,302,0,0,0
cenar,have dinner,33146,302,0,0,0
compañero,buddy,32947,304,0,0,0
llevó,he took,32910,304,0,0,0
banco,bank,32880,305,0,0,0
existe,exists,32874,305,0,0,0
ben,Ben,32858,305,0,0,0
zona,zone,32787,305,0,0,0
destino,destination,32785,306,0,0,0
base,base,32757,306,0,0,0
solía,used to,32665,307,0,0,0
cliente,customer,32665,307,0,0,0
irse,leave,32623,307,0,0,0
perra,bitch,32592,307,0,0,0
james,James,32572,308,0,0,0
encuentro,meeting,32557,308,0,0,0
encontró,found,32539,308,0,0,0
pelea,fight,32497,308,0,0,0
san,saint,32450,309,0,0,0
norte,north,32319,310,0,0,0
quise,I wanted,32250,311,0,0,0
coronel,colonel,32219,311,0,0,0
apuesto,handsome,32213,311,0,0,0
peligroso,dangerous,32210,311,0,0,0
viva,live,32204,311,0,0,0
max,Max,32182,311,0,0,0
vienes,you come,32150,312,0,0,0
necesitan,They need,32121,312,0,0,0
té,tea,32049,313,0,0,0
excepto,except,32005,313,0,0,0
juicio,judgment,31961,313,0,0,0
podamos,we can,31904,314,0,0,0
llave,key,31899,314,0,0,0
equivocado,mistaken,31851,314,0,0,0
posición,position,31835,315,0,0,0
trasero,rear,31796,315,0,0,0
irnos,Go,31731,316,0,0,0
espalda,back,31618,317,0,0,0
excelente,excellent,31576,317,0,0,0
éxito,success,31546,317,0,0,0
modos,Modes,31533,318,0,0,0
ventana,window,31521,318,0,0,0
veamos,let's see,31449,318,0,0,0
especie,species,31439,319,0,0,0
teníamos,we had,31438,319,0,0,0
diferencia,difference,31428,319,0,0,0
formas,shapes,31423,319,0,0,0
pedir,ask,31418,319,0,0,0
últimos,last,31416,319,0,0,0
escúchame,listen to me,31386,319,0,0,0
ejemplo,example,31354,319,0,0,0
ése,that,31352,319,0,0,0
radio,radio,31316,320,0,0,0
lee,read,31272,320,0,0,0
calma,calm,31202,321,0,0,0
hogar,home,31190,321,0,0,0
volveré,I will be back,31148,322,0,0,0
fondo,background,31017,323,0,0,0
humano,human,30936,324,0,0,0
henry,Henry,30924,324,0,0,0
tí,you,30876,324,0,0,0
iremos,we'll go,30871,324,0,0,0
unidos,joined,30863,325,0,0,0
habían,They were,30746,326,0,0,0
jesús,Jesus,30720,326,0,0,0
planeta,planet,30672,327,0,0,0
verme,see me,30657,327,0,0,0
respecto,regard,30525,328,0,0,0
regreso,return,30519,328,0,0,0
debido,due,30518,328,0,0,0
seré,I will be,30505,328,0,0,0
tenían,They had,30390,330,0,0,0
leer,read,30383,330,0,0,0
parar,stall,30341,330,0,0,0
lleno,full,30333,330,0,0,0
dejé,leave,30321,330,0,0,0
respeto,I respect,30274,331,0,0,0
debajo,below,30209,332,0,0,0
harry,Harry,30134,332,0,0,0
escribir,write,30111,333,0,0,0
estación,season,30100,333,0,0,0
pidió,asked,30100,333,0,0,0
alta,high,30046,333,0,0,0
pista,clue,30000,334,0,0,0
estrella,star,29938,335,0,0,0
enfermo,sick,29931,335,0,0,0
duele,hurts,29808,336,0,0,0
sueños,dreams,29807,336,0,0,0
veremos,we will see,29783,336,0,0,0
miles,Thousands,29772,336,0,0,0
darme,give me,29767,336,0,0,0
órdenes,orders,29746,337,0,0,0
ocupado,busy,29600,338,0,0,0
sigues,are you still,29572,339,0,0,0
corre,runs,29570,339,0,0,0
podido,I have,29555,339,0,0,0
dejes,Leave,29536,339,0,0,0
nivel,level,29519,339,0,0,0
habéis,You have,29518,339,0,0,0
experiencia,experience,29510,339,0,0,0
darte,to give you,29480,340,0,0,0
salida,exit,29479,340,0,0,0
decirlo,say it,29456,340,0,0,0
confiar,rely,29427,340,0,0,0
hacerte,make you,29424,340,0,0,0
necesitaba,needed,29377,341,0,0,0
hermanos,siblings,29333,341,0,0,0
zapatos,shoes,29332,341,0,0,0
color,color,29320,342,0,0,0
vistazo,glance,29316,342,0,0,0
nena,chick,29309,342,0,0,0
tratar,treat,29257,342,0,0,0
parecer,seem,29249,342,0,0,0
juez,judge,29177,343,0,0,0
próximo,next,29134,344,0,0,0
paciente,patient,29118,344,0,0,0
hayas,be,29081,344,0,0,0
bolsa,bag,29042,345,0,0,0
arte,art,29011,345,0,0,0
mary,Mary,28973,346,0,0,0
jugando,playing,28967,346,0,0,0
llevas,You carry,28896,347,0,0,0
alegra,Alegra,28887,347,0,0,0
bailar,dance,28886,347,0,0,0
diablo,Devil,28865,347,0,0,0
oí,I heard,28863,347,0,0,0
sepa,Know,28810,348,0,0,0
estarás,You will be,28804,348,0,0,0
sur,south,28775,348,0,0,0
banda,band,28768,348,0,0,0
aprender,learn,28760,348,0,0,0
precio,price,28723,349,0,0,0
completo,complete,28715,349,0,0,0
santo,holy,28659,349,0,0,0
culpable,guilty,28654,349,0,0,0
ganas,desire,28649,350,0,0,0
tuvimos,We had,28633,350,0,0,0
you,You,28617,350,0,0,0
verla,see it,28616,350,0,0,0
volvió,went back,28609,350,0,0,0
libros,books,28603,350,0,0,0
ojo,eye,28589,350,0,0,0
serán,will be,28588,350,0,0,0
cielos,Heavens,28554,351,0,0,0
matado,killed,28480,352,0,0,0
azul,blue,28477,352,0,0,0
diferentes,different,28472,352,0,0,0
irte,go,28442,352,0,0,0
ia,ia,28426,352,0,0,0
comandante,commander,28382,353,0,0,0
acción,action,28381,353,0,0,0
reglas,rules,28301,354,0,0,0
obra,construction site,28275,354,0,0,0
esperanza,hope,28234,355,0,0,0
cuestión,question,28230,355,0,0,0
molesta,bothers,28230,355,0,0,0
teniendo,having,28223,355,0,0,0
bill,Bill,28210,355,0,0,0
informe,report,28207,355,0,0,0
jimmy,Jimmy,28145,356,0,0,0
río,river,28133,356,0,0,0
bienvenido,welcome,28108,356,0,0,0
abrir,open,28090,356,0,0,0
tocar,tap,28076,357,0,0,0
bob,Bob,28053,357,0,0,0
contar,count,28052,357,0,0,0
sigo,I follow,28033,357,0,0,0
interior,inside,27979,358,0,0,0
apartamento,apartment,27936,358,0,0,0
vea,See,27885,359,0,0,0
estados,state,27876,359,0,0,0
estáis,You are,27855,360,0,0,0
preocupa,worries,27847,360,0,0,0
tomó,took,27846,360,0,0,0
principal,major,27776,361,0,0,0
empieza,begin,27717,361,0,0,0
londres,London,27684,362,0,0,0
empezó,it started,27667,362,0,0,0
vayan,go,27643,362,0,0,0
jim,Jim,27640,362,0,0,0
llaman,They call,27639,362,0,0,0
ojalá,I wish,27609,363,0,0,0
perdona,sorry,27596,363,0,0,0
vuelvo,I come back,27583,363,0,0,0
golpe,bang,27552,363,0,0,0
quedarme,stay,27529,364,0,0,0
llamaré,I will call,27497,364,0,0,0
acabado,finish,27494,364,0,0,0
estilo,style,27487,364,0,0,0
nueve,nine,27477,364,0,0,0
definitivamente,definitely,27474,364,0,0,0
quedar,meet,27451,365,0,0,0
cartas,cards,27437,365,0,0,0
bomba,bomb,27431,365,0,0,0
guardia,guard,27405,365,0,0,0
pistola,gun,27403,365,0,0,0
probar,prove,27381,366,0,0,0
majestad,majesty,27352,366,0,0,0
traer,bring,27310,367,0,0,0
marcha,March,27262,367,0,0,0
pareces,You seem,27231,368,0,0,0
común,common,27165,369,0,0,0
aquel,that,27160,369,0,0,0
hacerle,do,27153,369,0,0,0
vuelo,flight,27150,369,0,0,0
nota,note,27132,369,0,0,0
danny,Danny,27097,370,0,0,0
humanos,humans,27056,370,0,0,0
estaremos,we will be,27050,370,0,0,0
valor,worth,27034,370,0,0,0
suyo,yours,26925,372,0,0,0
objetivo,aim,26881,373,0,0,0
repente,Suddenly,26871,373,0,0,0
debía,should,26858,373,0,0,0
rojo,red,26834,373,0,0,0
bromeando,joking,26828,373,0,0,0
irá,gonna,26819,373,0,0,0
entrada,entrance,26809,374,0,0,0
doble,double,26787,374,0,0,0
dejaré,I will leave,26734,375,0,0,0
evitar,avoid,26731,375,0,0,0
máquina,machine,26692,375,0,0,0
cuello,neck,26607,376,0,0,0
conocí,I met,26576,377,0,0,0
tiempos,time,26575,377,0,0,0
tome,take,26557,377,0,0,0
nick,Nick,26552,377,0,0,0
animales,animals,26546,377,0,0,0
alex,Alex,26535,377,0,0,0
acaso,perhaps,26523,378,0,0,0
tuviera,had,26513,378,0,0,0
pareja,couple,26503,378,0,0,0
verano,summer,26486,378,0,0,0
escuché,listen,26474,378,0,0,0
ama,Love,26468,378,0,0,0
serás,you will,26457,378,0,0,0
mentira,lie,26429,379,0,0,0
tarjeta,card,26408,379,0,0,0
hagan,do,26381,380,0,0,0
perdí,I missed,26358,380,0,0,0
correr,run,26352,380,0,0,0
steve,Steve,26340,380,0,0,0
traído,brought,26331,380,0,0,0
llegue,I arrived,26329,380,0,0,0
preparado,prepared,26318,380,0,0,0
haberlo,have,26304,381,0,0,0
tony,Tony,26298,381,0,0,0
usa,uses,26278,381,0,0,0
intentar,attempt,26247,381,0,0,0
ayudarme,help me,26237,382,0,0,0
flores,flowers,26230,382,0,0,0
dando,giving,26212,382,0,0,0
vos,you,26194,382,0,0,0
opción,option,26177,383,0,0,0
isla,island,26148,383,0,0,0
cierra,Close,26144,383,0,0,0
piel,fur,26126,383,0,0,0
enemigo,enemy,26121,383,0,0,0
dejo,let,26109,384,0,0,0
exacto,exact,26087,384,0,0,0
imbécil,fool,26010,385,0,0,0
jóvenes,youths,26000,385,0,0,0
pedido,order,25956,386,0,0,0
larga,long,25955,386,0,0,0
entiende,understands,25917,386,0,0,0
justicia,justice,25899,387,0,0,0
nuevos,new,25896,387,0,0,0
obviamente,obviously,25797,388,0,0,0
despierta,wake up,25791,388,0,0,0
pido,I ask,25720,389,0,0,0
calor,heat,25680,390,0,0,0
luces,lights,25666,390,0,0,0
refiero,I mean,25660,390,0,0,0
fuimos,went,25657,390,0,0,0
batalla,battle,25619,391,0,0,0
déjalo,leave it alone,25614,391,0,0,0
intenta,Try,25538,392,0,0,0
sarah,Sarah,25528,392,0,0,0
fantástico,fantastic,25493,393,0,0,0
brazo,arm,25423,394,0,0,0
absolutamente,absolutely,25418,394,0,0,0
llena,full,25341,395,0,0,0
hacerme,make me,25312,396,0,0,0
salga,out,25286,396,0,0,0
recordar,remember,25282,396,0,0,0
escapar,escape,25248,397,0,0,0
bosque,forest,25245,397,0,0,0
gay,gay,25217,397,0,0,0
señores,sirs,25187,398,0,0,0
quedan,They remain,25181,398,0,0,0
piernas,legs,25117,399,0,0,0
visita,visit,25113,399,0,0,0
parís,Paris,25111,399,0,0,0
usando,wearing,25109,399,0,0,0
ganado,cattle,25106,399,0,0,0
movimiento,motion,25097,399,0,0,0
blanca,white,25080,399,0,0,0
rico,rich,25019,400,0,0,0
inocente,innocent,24983,401,0,0,0
pesar,weigh,24982,401,0,0,0
absoluto,absolute,24982,401,0,0,0
vacaciones,vacation,24975,401,0,0,0
um,um,24948,401,0,0,0
mismos,same,24932,402,0,0,0
tomado,taken,24901,402,0,0,0
habías,You were,24885,402,0,0,0
planes,Plans,24830,403,0,0,0
cine,cinema,24776,404,0,0,0
toca,touches,24753,404,0,0,0
brillante,bright,24750,405,0,0,0
confianza,trust,24733,405,0,0,0
vuestra,your,24707,405,0,0,0
nombres,Names,24706,405,0,0,0
especialmente,especially,24660,406,0,0,0
fbi,FBI,24627,407,0,0,0
embarazada,pregnant,24625,407,0,0,0
esperen,Wait,24616,407,0,0,0
pantalones,pants,24609,407,0,0,0
defensa,defending,24602,407,0,0,0
terminó,term,24592,407,0,0,0
salido,stepped out,24556,408,0,0,0
estupendo,great,24491,409,0,0,0
jane,Jane,24469,409,0,0,0
presión,pressure,24457,409,0,0,0
inmediatamente,immediately,24410,410,0,0,0
testigo,witness,24402,410,0,0,0
deberían,They should,24391,410,0,0,0
olvidado,forgotten,24378,411,0,0,0
soldados,soldiers,24372,411,0,0,0
resulta,result,24353,411,0,0,0
tommy,Tommy,24300,412,0,0,0
depende,depends,24282,412,0,0,0
motivo,reason,24276,412,0,0,0
inglés,English,24267,413,0,0,0
suya,hers,24246,413,0,0,0
estudio,study,24243,413,0,0,0
acabar,finish,24230,413,0,0,0
sentimientos,feelings,24182,414,0,0,0
tomando,taking,24154,415,0,0,0
dieron,They gave,24125,415,0,0,0
parecen,they look like,24063,416,0,0,0
llaves,keys,24052,416,0,0,0
perros,dogs,24037,417,0,0,0
propósito,purpose,24020,417,0,0,0
noticia,news,24010,417,0,0,0
partir,leave,23967,418,0,0,0
vuestro,your,23967,418,0,0,0
metros,meters,23962,418,0,0,0
santa,Holy,23959,418,0,0,0
quedarse,stay,23947,418,0,0,0
clientes,customers,23929,418,0,0,0
podrá,can,23914,419,0,0,0
cuántas,how many,23906,419,0,0,0
ridículo,ridiculous,23895,419,0,0,0
damas,ladies,23894,419,0,0,0
estuviste,You were,23886,419,0,0,0
tranquila,peaceful,23875,419,0,0,0
operación,operation,23863,420,0,0,0
come,eat,23861,420,0,0,0
empresa,company,23858,420,0,0,0
ayúdame,Help me,23854,420,0,0,0
laboratorio,laboratory,23848,420,0,0,0
elección,choice,23826,420,0,0,0
menudo,slight,23817,420,0,0,0
beso,kiss,23794,421,0,0,0
copa,Cup,23750,422,0,0,0
conversación,conversation,23746,422,0,0,0
brazos,arms,23717,422,0,0,0
espíritu,spirit,23706,422,0,0,0
dejas,you let,23660,423,0,0,0
cansado,tired,23628,424,0,0,0
interesa,interests,23602,424,0,0,0
refieres,You mean,23567,425,0,0,0
casado,married,23560,425,0,0,0
enorme,enormous,23535,425,0,0,0
asuntos,matters,23521,426,0,0,0
fe,faith,23518,426,0,0,0
muestra,sample,23509,426,0,0,0
trampa,trap,23494,426,0,0,0
ray,Ray,23492,426,0,0,0
billy,Billy,23444,427,0,0,0
memoria,memory,23432,427,0,0,0
johnny,Johnny,23426,427,0,0,0
contrario,contrary,23421,427,0,0,0
soldado,soldier,23421,427,0,0,0
subir,increase,23413,428,0,0,0
turno,shift,23409,428,0,0,0
encantaría,I would enchant,23397,428,0,0,0
preocupado,concerned,23389,428,0,0,0
restaurante,restaurant,23371,428,0,0,0
saliendo,coming out,23368,428,0,0,0
escrito,written,23334,429,0,0,0
cálmate,take it easy,23322,429,0,0,0
bienvenida,welcome,23320,429,0,0,0
caer,fall,23298,430,0,0,0
llevaré,I will carry,23274,430,0,0,0
leche,milk,23267,430,0,0,0
estrellas,stars,23265,430,0,0,0
prefiero,prefer,23230,431,0,0,0
red,grid,23197,432,0,0,0
viejos,old,23172,432,0,0,0
solamente,only,23166,432,0,0,0
oiga,Listen,23159,432,0,0,0
estén,are,23127,433,0,0,0
cuentas,Accounts,23115,433,0,0,0
taxi,cab,23114,433,0,0,0
anillo,ring,23113,433,0,0,0
richard,Richard,23102,433,0,0,0
preguntar,ask,23053,434,0,0,0
victoria,victory,23042,434,0,0,0
quiénes,who,23032,435,0,0,0
héroe,hero,23032,435,0,0,0
pequeños,little ones,23029,435,0,0,0
decidido,decided,23006,435,0,0,0
películas,films,22995,435,0,0,0
responsable,responsible,22954,436,0,0,0
trago,drink,22952,436,0,0,0
volverá,To return to,22878,438,0,0,0
árbol,tree,22850,438,0,0,0
ibas,You were,22845,438,0,0,0
dientes,teeth,22805,439,0,0,0
encantado,delighted,22800,439,0,0,0
camión,truck,22794,439,0,0,0
vender,sell,22769,440,0,0,0
llame,I called,22752,440,0,0,0
detente,stop,22743,440,0,0,0
